,Symbol,Strike,CallPut,ExpiryDays,SpotPrice,StockPrice,RiskfreeRate,ImpliedVolatility
715,SPY150320P00168000,168.0,Put,32,0.105,209.78,0.02,-1.0
716,SPY150331P00168000,168.0,Put,43,0.165,209.78,0.02,-1.0
717,SPY150320P00169000,169.0,Put,32,0.12,209.78,0.02,-1.0
718,SPY150331P00169000,169.0,Put,43,0.175,209.78,0.02,-1.0
719,SPY150306P00170000,170.0,Put,18,0.04,209.78,0.02,-1.0
720,SPY150313P00170000,170.0,Put,25,0.06,209.78,0.02,-1.0
721,SPY150320P00170000,170.0,Put,32,0.115,209.78,0.02,-1.0
722,SPY150327P00170000,170.0,Put,39,0.19,209.78,0.02,-1.0
723,SPY150331P00170000,170.0,Put,43,0.185,209.78,0.02,-1.0
724,SPY150320P00171000,171.0,Put,32,0.12,209.78,0.02,-1.0
725,SPY150331P00171000,171.0,Put,43,0.185,209.78,0.02,-1.0
726,SPY150320P00172000,172.0,Put,32,0.14,209.78,0.02,-1.0
727,SPY150331P00172000,172.0,Put,43,0.23,209.78,0.02,-1.0
728,SPY150320P00173000,173.0,Put,32,0.13,209.78,0.02,-1.0
729,SPY150331P00173000,173.0,Put,43,0.23,209.78,0.02,-1.0
730,SPY150320P00174000,174.0,Put,32,0.15,209.78,0.02,-1.0
731,SPY150331P00174000,174.0,Put,43,0.24,209.78,0.02,-1.0
732,SPY150306P00175000,175.0,Put,18,0.05,209.78,0.02,-1.0
733,SPY150313P00175000,175.0,Put,25,0.08,209.78,0.02,-1.0
734,SPY150320P00175000,175.0,Put,32,0.155,209.78,0.02,-1.0
735,SPY150327P00175000,175.0,Put,39,0.23,209.78,0.02,-1.0
736,SPY150331P00175000,175.0,Put,43,0.27,209.78,0.02,-1.0
737,SPY150320P00176000,176.0,Put,32,0.165,209.78,0.02,-1.0
738,SPY150331P00176000,176.0,Put,43,0.285,209.78,0.02,-1.0
739,SPY150320P00177000,177.0,Put,32,0.19,209.78,0.02,-1.0
740,SPY150331P00177000,177.0,Put,43,0.32,209.78,0.02,-1.0
741,SPY150320P00178000,178.0,Put,32,0.19,209.78,0.02,-1.0
742,SPY150331P00178000,178.0,Put,43,0.32,209.78,0.02,-1.0
743,SPY150320P00179000,179.0,Put,32,0.2,209.78,0.02,-1.0
744,SPY150331P00179000,179.0,Put,43,0.32,209.78,0.02,-1.0
745,SPY150306P00180000,180.0,Put,18,0.06,209.78,0.02,-1.0
746,SPY150313P00180000,180.0,Put,25,0.12,209.78,0.02,-1.0
747,SPY150320P00180000,180.0,Put,32,0.21,209.78,0.02,-1.0
748,SPY150327P00180000,180.0,Put,39,0.315,209.78,0.02,-1.0
749,SPY150331P00180000,180.0,Put,43,0.355,209.78,0.02,-1.0
750,SPY150320P00181000,181.0,Put,32,0.23,209.78,0.02,-1.0
751,SPY150331P00181000,181.0,Put,43,0.37,209.78,0.02,-1.0
752,SPY150320P00182000,182.0,Put,32,0.24,209.78,0.02,-1.0
753,SPY150331P00182000,182.0,Put,43,0.42,209.78,0.02,-1.0
754,SPY150320P00183000,183.0,Put,32,0.265,209.78,0.02,-1.0
755,SPY150331P00183000,183.0,Put,43,0.41,209.78,0.02,-1.0
756,SPY150320P00184000,184.0,Put,32,0.32,209.78,0.02,-1.0
757,SPY150331P00184000,184.0,Put,43,0.46,209.78,0.02,-1.0
758,SPY150306P00185000,185.0,Put,18,0.09,209.78,0.02,-1.0
759,SPY150313P00185000,185.0,Put,25,0.17,209.78,0.02,-1.0
760,SPY150320P00185000,185.0,Put,32,0.32,209.78,0.02,-1.0
761,SPY150327P00185000,185.0,Put,39,0.435,209.78,0.02,-1.0
762,SPY150331P00185000,185.0,Put,43,0.46,209.78,0.02,-1.0
763,SPY150320P00186000,186.0,Put,32,0.33,209.78,0.02,-1.0
764,SPY150331P00186000,186.0,Put,43,0.505,209.78,0.02,-1.0
765,SPY150320P00187000,187.0,Put,32,0.355,209.78,0.02,-1.0
766,SPY150331P00187000,187.0,Put,43,0.58,209.78,0.02,-1.0
767,SPY150320P00188000,188.0,Put,32,0.4,209.78,0.02,-1.0
768,SPY150331P00188000,188.0,Put,43,0.595,209.78,0.02,-1.0
769,SPY150320P00189000,189.0,Put,32,0.425,209.78,0.02,-1.0
770,SPY150331P00189000,189.0,Put,43,0.64,209.78,0.02,-1.0
771,SPY150306P00190000,190.0,Put,18,0.15,209.78,0.02,-1.0
772,SPY150313P00190000,190.0,Put,25,0.255,209.78,0.02,-1.0
773,SPY150320P00190000,190.0,Put,32,0.46,209.78,0.02,-1.0
774,SPY150327P00190000,190.0,Put,39,0.66,209.78,0.02,-1.0
775,SPY150331P00190000,190.0,Put,43,0.695,209.78,0.02,-1.0
776,SPY150320P00191000,191.0,Put,32,0.505,209.78,0.02,-1.0
777,SPY150331P00191000,191.0,Put,43,0.75,209.78,0.02,-1.0
778,SPY150313P00192000,192.0,Put,25,0.29,209.78,0.02,-1.0
779,SPY150320P00192000,192.0,Put,32,0.55,209.78,0.02,-1.0
780,SPY150331P00192000,192.0,Put,43,0.815,209.78,0.02,-1.0
781,SPY150306P00193000,193.0,Put,18,0.2,209.78,0.02,-1.0
782,SPY150313P00193000,193.0,Put,25,0.335,209.78,0.02,-1.0
783,SPY150320P00193000,193.0,Put,32,0.6,209.78,0.02,-1.0
784,SPY150331P00193000,193.0,Put,43,0.895,209.78,0.02,-1.0
785,SPY150306P00193500,193.5,Put,18,0.21,209.78,0.02,-1.0
786,SPY150313P00193500,193.5,Put,25,0.355,209.78,0.02,-1.0
787,SPY150327P00193500,193.5,Put,39,0.84,209.78,0.02,-1.0
788,SPY150306P00194000,194.0,Put,18,0.22,209.78,0.02,-1.0
789,SPY150313P00194000,194.0,Put,25,0.375,209.78,0.02,-1.0
790,SPY150320P00194000,194.0,Put,32,0.66,209.78,0.02,-1.0
791,SPY150327P00194000,194.0,Put,39,0.88,209.78,0.02,-1.0
792,SPY150331P00194000,194.0,Put,43,0.975,209.78,0.02,-1.0
793,SPY150306P00194500,194.5,Put,18,0.24,209.78,0.02,-1.0
794,SPY150313P00194500,194.5,Put,25,0.395,209.78,0.02,-1.0
795,SPY150327P00194500,194.5,Put,39,0.92,209.78,0.02,-1.0
796,SPY150306P00195000,195.0,Put,18,0.26,209.78,0.02,-1.0
797,SPY150313P00195000,195.0,Put,25,0.415,209.78,0.02,-1.0
798,SPY150320P00195000,195.0,Put,32,0.73,209.78,0.02,-1.0
799,SPY150327P00195000,195.0,Put,39,0.96,209.78,0.02,-1.0
800,SPY150331P00195000,195.0,Put,43,1.07,209.78,0.02,-1.0
801,SPY150306P00195500,195.5,Put,18,0.28,209.78,0.02,-1.0
802,SPY150313P00195500,195.5,Put,25,0.44,209.78,0.02,-1.0
803,SPY150327P00195500,195.5,Put,39,1.0,209.78,0.02,-1.0
804,SPY150306P00196000,196.0,Put,18,0.285,209.78,0.02,-1.0
805,SPY150313P00196000,196.0,Put,25,0.465,209.78,0.02,-1.0
806,SPY150320P00196000,196.0,Put,32,0.82,209.78,0.02,-1.0
807,SPY150327P00196000,196.0,Put,39,1.05,209.78,0.02,-1.0
808,SPY150331P00196000,196.0,Put,43,1.155,209.78,0.02,-1.0
809,SPY150306P00196500,196.5,Put,18,0.32,209.78,0.02,-1.0
810,SPY150313P00196500,196.5,Put,25,0.49,209.78,0.02,-1.0
811,SPY150327P00196500,196.5,Put,39,1.095,209.78,0.02,-1.0
812,SPY150306P00197000,197.0,Put,18,0.34,209.78,0.02,-1.0
813,SPY150313P00197000,197.0,Put,25,0.52,209.78,0.02,-1.0
814,SPY150320P00197000,197.0,Put,32,0.9,209.78,0.02,-1.0
815,SPY150327P00197000,197.0,Put,39,1.15,209.78,0.02,-1.0
816,SPY150331P00197000,197.0,Put,43,1.26,209.78,0.02,-1.0
817,SPY150306P00197500,197.5,Put,18,0.35,209.78,0.02,-1.0
818,SPY150313P00197500,197.5,Put,25,0.55,209.78,0.02,-1.0
819,SPY150327P00197500,197.5,Put,39,1.205,209.78,0.02,-1.0
820,SPY150306P00198000,198.0,Put,18,0.375,209.78,0.02,-1.0
821,SPY150313P00198000,198.0,Put,25,0.58,209.78,0.02,-1.0
822,SPY150320P00198000,198.0,Put,32,1.0,209.78,0.02,-1.0
823,SPY150327P00198000,198.0,Put,39,1.3,209.78,0.02,0.20024193983
824,SPY150331P00198000,198.0,Put,43,1.37,209.78,0.02,0.195242347162
825,SPY150306P00198500,198.5,Put,18,0.4,209.78,0.02,-1.0
826,SPY150313P00198500,198.5,Put,25,0.62,209.78,0.02,-1.0
827,SPY150327P00198500,198.5,Put,39,1.34,209.78,0.02,0.19711513645
828,SPY150306P00199000,199.0,Put,18,0.45,209.78,0.02,-1.0
829,SPY150313P00199000,199.0,Put,25,0.66,209.78,0.02,-1.0
830,SPY150320P00199000,199.0,Put,32,1.08,209.78,0.02,-1.0
831,SPY150327P00199000,199.0,Put,39,1.38,209.78,0.02,-1.0
832,SPY150331P00199000,199.0,Put,43,1.53,209.78,0.02,-1.0
833,SPY150306P00199500,199.5,Put,18,0.46,209.78,0.02,-1.0
834,SPY150313P00199500,199.5,Put,25,0.7,209.78,0.02,-1.0
835,SPY150327P00199500,199.5,Put,39,1.455,209.78,0.02,-1.0
836,SPY150306P00200000,200.0,Put,18,0.51,209.78,0.02,-1.0
837,SPY150313P00200000,200.0,Put,25,0.76,209.78,0.02,-1.0
838,SPY150320P00200000,200.0,Put,32,1.23,209.78,0.02,-1.0
839,SPY150327P00200000,200.0,Put,39,1.525,209.78,0.02,0.190323140997
840,SPY150331P00200000,200.0,Put,43,1.645,209.78,0.02,0.187778910188
841,SPY150306P00200500,200.5,Put,18,0.53,209.78,0.02,-1.0
842,SPY150313P00200500,200.5,Put,25,0.79,209.78,0.02,-1.0
843,SPY150327P00200500,200.5,Put,39,1.595,209.78,0.02,0.188163736266
844,SPY150306P00201000,201.0,Put,18,0.59,209.78,0.02,-1.0
845,SPY150313P00201000,201.0,Put,25,0.845,209.78,0.02,-1.0
846,SPY150320P00201000,201.0,Put,32,1.38,209.78,0.02,0.188366401746
847,SPY150327P00201000,201.0,Put,39,1.67,209.78,0.02,0.186071436481
848,SPY150331P00201000,201.0,Put,43,1.805,209.78,0.02,0.183961171097
849,SPY150306P00201500,201.5,Put,18,0.61,209.78,0.02,-1.0
850,SPY150313P00201500,201.5,Put,25,0.895,209.78,0.02,0.172583597842
851,SPY150327P00201500,201.5,Put,39,1.76,209.78,0.02,0.184883423547
852,SPY150306P00202000,202.0,Put,18,0.68,209.78,0.02,-1.0
853,SPY150313P00202000,202.0,Put,25,0.96,209.78,0.02,-1.0
854,SPY150320P00202000,202.0,Put,32,1.54,209.78,0.02,0.184441798036
855,SPY150327P00202000,202.0,Put,39,1.84,209.78,0.02,0.182413140041
856,SPY150331P00202000,202.0,Put,43,1.985,209.78,0.02,0.180569859946
857,SPY150306P00202500,202.5,Put,18,0.715,209.78,0.02,-1.0
858,SPY150313P00202500,202.5,Put,25,1.025,209.78,0.02,-1.0
859,SPY150327P00202500,202.5,Put,39,1.94,209.78,0.02,0.180778777677
860,SPY150306P00203000,203.0,Put,18,0.765,209.78,0.02,-1.0
861,SPY150313P00203000,203.0,Put,25,1.095,209.78,0.02,0.166251283704
862,SPY150320P00203000,203.0,Put,32,1.72,209.78,0.02,0.180632473239
863,SPY150327P00203000,203.0,Put,39,2.03,209.78,0.02,0.178541281661
864,SPY150331P00203000,203.0,Put,43,2.21,209.78,0.02,0.178148946556
865,SPY150306P00203500,203.5,Put,18,0.835,209.78,0.02,-1.0
866,SPY150313P00203500,203.5,Put,25,1.165,209.78,0.02,0.162938669349
867,SPY150327P00203500,203.5,Put,39,2.13,209.78,0.02,0.176557438628
868,SPY150306P00204000,204.0,Put,18,0.91,209.78,0.02,0.164366725971
869,SPY150313P00204000,204.0,Put,25,1.23,209.78,0.02,0.159908787386
870,SPY150320P00204000,204.0,Put,32,1.91,209.78,0.02,0.176131251058
871,SPY150327P00204000,204.0,Put,39,2.26,209.78,0.02,0.17563710364
872,SPY150331P00204000,204.0,Put,43,2.39,209.78,0.02,0.173085724069
873,SPY150306P00204500,204.5,Put,18,0.975,209.78,0.02,0.160161424731
874,SPY150313P00204500,204.5,Put,25,1.34,209.78,0.02,0.158602793447
875,SPY150327P00204500,204.5,Put,39,2.35,209.78,0.02,0.173090145763
876,SPY150306P00205000,205.0,Put,18,1.06,209.78,0.02,0.157818157322
877,SPY150313P00205000,205.0,Put,25,1.42,209.78,0.02,0.155384232338
878,SPY150320P00205000,205.0,Put,32,2.14,209.78,0.02,0.172772470734
879,SPY150327P00205000,205.0,Put,39,2.47,209.78,0.02,0.171060562357
880,SPY150331P00205000,205.0,Put,43,2.6,209.78,0.02,0.168537499506
881,SPY150306P00205500,205.5,Put,18,1.14,209.78,0.02,0.154252457163
882,SPY150313P00205500,205.5,Put,25,1.56,209.78,0.02,0.155088241346
883,SPY150327P00205500,205.5,Put,39,2.6,209.78,0.02,0.169303987848
884,SPY150306P00206000,206.0,Put,18,1.23,209.78,0.02,0.150991050723
885,SPY150313P00206000,206.0,Put,25,1.67,209.78,0.02,0.152991408161
886,SPY150320P00206000,206.0,Put,32,2.39,209.78,0.02,0.168571721898
887,SPY150327P00206000,206.0,Put,39,2.77,209.78,0.02,0.168918191208
888,SPY150331P00206000,206.0,Put,43,2.89,209.78,0.02,0.166003461434
889,SPY150306P00206500,206.5,Put,18,1.34,209.78,0.02,0.148876052759
890,SPY150313P00206500,206.5,Put,25,1.745,209.78,0.02,0.148244036972
891,SPY150327P00206500,206.5,Put,39,2.865,209.78,0.02,0.165323643928
892,SPY150306P00207000,207.0,Put,18,1.45,209.78,0.02,0.14543588662
893,SPY150313P00207000,207.0,Put,25,1.875,209.78,0.02,0.146019459698
894,SPY150320P00207000,207.0,Put,32,2.68,209.78,0.02,0.16506746197
895,SPY150327P00207000,207.0,Put,39,3.025,209.78,0.02,0.16401068915
896,SPY150331P00207000,207.0,Put,43,3.2,209.78,0.02,0.16325104497
897,SPY150306P00207500,207.5,Put,18,1.58,209.78,0.02,0.142819227046
898,SPY150313P00207500,207.5,Put,25,2.005,209.78,0.02,0.143376785839
899,SPY150327P00207500,207.5,Put,39,3.185,209.78,0.02,0.162406834855
900,SPY150306P00208000,208.0,Put,18,1.71,209.78,0.02,0.139598271554
901,SPY150313P00208000,208.0,Put,25,2.17,209.78,0.02,0.141939005566
902,SPY150320P00208000,208.0,Put,32,3.0,209.78,0.02,0.161479993001
903,SPY150327P00208000,208.0,Put,39,3.355,209.78,0.02,0.161206383858
904,SPY150331P00208000,208.0,Put,43,3.505,209.78,0.02,0.159572261358
905,SPY150306P00208500,208.5,Put,18,1.89,209.78,0.02,0.138975858686
906,SPY150313P00208500,208.5,Put,25,2.295,209.78,0.02,0.138396910164
907,SPY150327P00208500,208.5,Put,39,3.52,209.78,0.02,0.158986520002
908,SPY150306P00209000,209.0,Put,18,2.06,209.78,0.02,0.136132671819
909,SPY150313P00209000,209.0,Put,25,2.46,209.78,0.02,0.135672370246
910,SPY150320P00209000,209.0,Put,32,3.37,209.78,0.02,0.158523386604
911,SPY150327P00209000,209.0,Put,39,3.715,209.78,0.02,0.157698662201
912,SPY150331P00209000,209.0,Put,43,3.87,209.78,0.02,0.156381931432
913,SPY150306P00209500,209.5,Put,18,2.24,209.78,0.02,0.133371062394
914,SPY150313P00209500,209.5,Put,25,2.64,209.78,0.02,0.133262766351
915,SPY150327P00209500,209.5,Put,39,3.91,209.78,0.02,0.15614918177
916,SPY150306P00210000,210.0,Put,18,2.42,209.78,0.02,0.130212116701
917,SPY150313P00210000,210.0,Put,25,2.84,209.78,0.02,0.131226473659
918,SPY150320P00210000,210.0,Put,32,3.8,209.78,0.02,0.156384117492
919,SPY150327P00210000,210.0,Put,39,4.115,209.78,0.02,0.154658700331
920,SPY150331P00210000,210.0,Put,43,4.32,209.78,0.02,0.155237098772
921,SPY150306P00210500,210.5,Put,18,2.615,209.78,0.02,0.126293357271
922,SPY150313P00210500,210.5,Put,25,3.04,209.78,0.02,0.128572153055
923,SPY150327P00210500,210.5,Put,39,4.335,209.78,0.02,0.153383212202
924,SPY150306P00211000,211.0,Put,18,2.85,209.78,0.02,0.124002575661
925,SPY150313P00211000,211.0,Put,25,3.28,209.78,0.02,0.12711815798
926,SPY150320P00211000,211.0,Put,32,4.3,209.78,0.02,0.155472075609
927,SPY150327P00211000,211.0,Put,39,4.59,209.78,0.02,0.153046624348
928,SPY150331P00211000,211.0,Put,43,4.78,209.78,0.02,0.153239001063
929,SPY150306P00211500,211.5,Put,18,3.105,209.78,0.02,0.12199957186
930,SPY150313P00211500,211.5,Put,25,3.505,209.78,0.02,0.12437380411
931,SPY150327P00211500,211.5,Put,39,4.84,209.78,0.02,0.152195439875
932,SPY150306P00212000,212.0,Put,18,3.43,209.78,0.02,0.122371548767
933,SPY150313P00212000,212.0,Put,25,3.77,209.78,0.02,0.122937754319
934,SPY150320P00212000,212.0,Put,32,4.79,209.78,0.02,0.152584279429
935,SPY150327P00212000,212.0,Put,39,5.11,209.78,0.02,0.151764727216
936,SPY150331P00212000,212.0,Put,43,5.27,209.78,0.02,0.151079350224
937,SPY150306P00212500,212.5,Put,18,3.695,209.78,0.02,0.11860451969
938,SPY150313P00212500,212.5,Put,25,4.04,209.78,0.02,0.120310068191
939,SPY150327P00212500,212.5,Put,39,5.39,209.78,0.02,0.151414260699
940,SPY150306P00213000,213.0,Put,18,4.01,209.78,0.02,0.11663169359
941,SPY150313P00213000,213.0,Put,25,4.33,209.78,0.02,0.118276907266
942,SPY150320P00213000,213.0,Put,32,5.41,209.78,0.02,0.153089781344
943,SPY150327P00213000,213.0,Put,39,5.645,209.78,0.02,0.149466604256
944,SPY150331P00213000,213.0,Put,43,5.85,209.78,0.02,0.151004223488
945,SPY150306P00213500,213.5,Put,18,4.355,209.78,0.02,0.115434601012
946,SPY150306P00214000,214.0,Put,18,4.75,209.78,0.02,0.116605894825
947,SPY150313P00214000,214.0,Put,25,5.035,209.78,0.02,0.118363842065
948,SPY150320P00214000,214.0,Put,32,6.03,209.78,0.02,0.152060552435
949,SPY150327P00214000,214.0,Put,39,6.28,209.78,0.02,0.149589617535
950,SPY150331P00214000,214.0,Put,43,6.395,209.78,0.02,0.1478039394
951,SPY150306P00214500,214.5,Put,18,5.115,209.78,0.02,0.114802910139
952,SPY150306P00215000,215.0,Put,18,5.525,209.78,0.02,0.115451034902
953,SPY150320P00215000,215.0,Put,32,6.765,209.78,0.02,0.154454851919
954,SPY150327P00215000,215.0,Put,39,6.965,209.78,0.02,0.150315675763
955,SPY150331P00215000,215.0,Put,43,7.15,209.78,0.02,0.151390283874
956,SPY150320P00216000,216.0,Put,32,7.6,209.78,0.02,0.160152207404
957,SPY150331P00216000,216.0,Put,43,7.805,209.78,0.02,0.150056561241
958,SPY150320P00217000,217.0,Put,32,8.405,209.78,0.02,0.163384401214
959,SPY150331P00217000,217.0,Put,43,8.62,209.78,0.02,0.153934110428
960,SPY150306P00217500,217.5,Put,18,7.805,209.78,0.02,0.126305806062
961,SPY150313P00217500,217.5,Put,25,7.865,209.78,0.02,0.119136546325
962,SPY150320P00218000,218.0,Put,32,9.32,209.78,0.02,0.171184254502
963,SPY150320P00219000,219.0,Put,32,10.265,209.78,0.02,0.180001004481
964,SPY150306P00220000,220.0,Put,18,10.26,209.78,0.02,0.149838329774
965,SPY150313P00220000,220.0,Put,25,10.275,209.78,0.02,0.136955788988
966,SPY150320P00220000,220.0,Put,32,11.21,209.78,0.02,0.187827992714
967,SPY150331P00220000,220.0,Put,43,11.295,209.78,0.02,0.171253841634
968,SPY150320P00221000,221.0,Put,32,12.335,209.78,0.02,0.205714901376
969,SPY150331P00221000,221.0,Put,43,12.24,209.78,0.02,0.17801824995
970,SPY150320P00222000,222.0,Put,32,13.54,209.78,0.02,0.227922993237
971,SPY150331P00222000,222.0,Put,43,13.205,209.78,0.02,0.185731887404
972,SPY150313P00222500,222.5,Put,25,12.09,209.78,0.02,-1.0
973,SPY150320P00223000,223.0,Put,32,14.52,209.78,0.02,0.23763038176
974,SPY150331P00223000,223.0,Put,43,14.46,209.78,0.02,0.207311694876
975,SPY150320P00224000,224.0,Put,32,15.145,209.78,0.02,0.226046176217
976,SPY150331P00224000,224.0,Put,43,14.97,209.78,0.02,0.191696521858
977,SPY150320P00225000,225.0,Put,32,16.65,209.78,0.02,0.266102312607
978,SPY150331P00225000,225.0,Put,43,16.125,209.78,0.02,0.208615017171
979,SPY150320P00230000,230.0,Put,32,21.12,209.78,0.02,0.281943664206
980,SPY150331P00230000,230.0,Put,43,21.11,209.78,0.02,0.249644601631
981,SPY150320P00235000,235.0,Put,32,25.805,209.78,0.02,0.301864969852
982,SPY150331P00235000,235.0,Put,43,26.125,209.78,0.02,0.289736161194
983,SPY150320P00240000,240.0,Put,32,31.105,209.78,0.02,0.367447658952
984,SPY150331P00240000,240.0,Put,43,31.095,209.78,0.02,0.324936651088
985,SPY150320P00245000,245.0,Put,32,36.085,209.78,0.02,0.405996608902
986,SPY150320P00250000,250.0,Put,32,41.08,209.78,0.02,0.443120630549
987,SPY150320P00260000,260.0,Put,32,51.075,209.78,0.02,0.514704131658
988,SPY150320P00270000,270.0,Put,32,60.64,209.78,0.02,0.532821959224
989,SPY150320P00285000,285.0,Put,32,76.075,209.78,0.02,0.675697959036
990,SPY150320P00290000,290.0,Put,32,80.95,209.78,0.02,0.690754406245
991,SPY150417C00130000,130.0,Call,60,79.85,209.78,0.02,-1.0
992,SPY150417C00150000,150.0,Call,60,59.61,209.78,0.02,-1.0
993,SPY150417C00160000,160.0,Call,60,49.995,209.78,0.02,-1.0
994,SPY150417C00165000,165.0,Call,60,44.7,209.78,0.02,-1.0
995,SPY150417C00166000,166.0,Call,60,43.705,209.78,0.02,-1.0
996,SPY150417C00169000,169.0,Call,60,41.04,209.78,0.02,-1.0
997,SPY150417C00170000,170.0,Call,60,40.06,209.78,0.02,-1.0
998,SPY150417C00171000,171.0,Call,60,39.08,209.78,0.02,-1.0
999,SPY150417C00173000,173.0,Call,60,36.24,209.78,0.02,-1.0
1000,SPY150417C00174000,174.0,Call,60,35.8,209.78,0.02,-1.0
1001,SPY150417C00175000,175.0,Call,60,34.815,209.78,0.02,-1.0
1002,SPY150417C00176000,176.0,Call,60,33.835,209.78,0.02,-1.0
1003,SPY150417C00178000,178.0,Call,60,31.11,209.78,0.02,-1.0
1004,SPY150417C00179000,179.0,Call,60,31.035,209.78,0.02,-1.0
1005,SPY150417C00180000,180.0,Call,60,29.65,209.78,0.02,-1.0
1006,SPY150417C00181000,181.0,Call,60,29.25,209.78,0.02,-1.0
1007,SPY150417C00182000,182.0,Call,60,28.27,209.78,0.02,-1.0
1008,SPY150417C00183000,183.0,Call,60,27.31,209.78,0.02,-1.0
1009,SPY150417C00184000,184.0,Call,60,26.34,209.78,0.02,-1.0
1010,SPY150417C00185000,185.0,Call,60,25.36,209.78,0.02,-1.0
1011,SPY150417C00186000,186.0,Call,60,24.42,209.78,0.02,0.129262907433
1012,SPY150417C00187000,187.0,Call,60,23.47,209.78,0.02,0.142492381596
1013,SPY150417C00188000,188.0,Call,60,22.46,209.78,0.02,0.130998127699
1014,SPY150417C00189000,189.0,Call,60,21.57,209.78,0.02,0.147790149181
1015,SPY150417C00190000,190.0,Call,60,20.63,209.78,0.02,0.149491097705
1016,SPY150417C00191000,191.0,Call,60,19.7,209.78,0.02,0.150930647267
1017,SPY150417C00192000,192.0,Call,60,18.77,209.78,0.02,0.151075898687
1018,SPY150417C00193000,193.0,Call,60,17.85,209.78,0.02,0.151737698455
1019,SPY150417C00194000,194.0,Call,60,16.94,209.78,0.02,0.151197747732
1020,SPY150417C00195000,195.0,Call,60,16.03,209.78,0.02,0.149892089884
1021,SPY150417C00196000,196.0,Call,60,15.14,209.78,0.02,0.149129236105
1022,SPY150417C00197000,197.0,Call,60,14.26,209.78,0.02,0.148126693404
1023,SPY150417C00198000,198.0,Call,60,13.39,209.78,0.02,0.146851938448
1024,SPY150417C00199000,199.0,Call,60,12.5,209.78,0.02,0.143848124713
1025,SPY150417C00200000,200.0,Call,60,11.64,209.78,0.02,0.141622997262
1026,SPY150417C00201000,201.0,Call,60,10.72,209.78,0.02,0.136559962545
1027,SPY150402C00202000,202.0,Call,45,9.48,209.78,0.02,0.141700766629
1028,SPY150417C00202000,202.0,Call,60,10.0,209.78,0.02,0.138453564771
1029,SPY150402C00203000,203.0,Call,45,8.645,209.78,0.02,0.138465777235
1030,SPY150417C00203000,203.0,Call,60,9.2,209.78,0.02,0.136248105115
1031,SPY150402C00203500,203.5,Call,45,8.24,209.78,0.02,0.137079638551
1032,SPY150417C00204000,204.0,Call,60,8.41,209.78,0.02,0.133647623295
1033,SPY150402C00205000,205.0,Call,45,7.04,209.78,0.02,0.132093558055
1034,SPY150417C00205000,205.0,Call,60,7.61,209.78,0.02,0.129940284368
1035,SPY150402C00206000,206.0,Call,45,6.265,209.78,0.02,0.128488405337
1036,SPY150417C00206000,206.0,Call,60,6.87,209.78,0.02,0.127444087749
1037,SPY150417C00207000,207.0,Call,60,6.14,209.78,0.02,0.124370766636
1038,SPY150402C00208000,208.0,Call,45,4.845,209.78,0.02,0.122861572938
1039,SPY150417C00208000,208.0,Call,60,5.49,209.78,0.02,0.123019536533
1040,SPY150402C00209000,209.0,Call,45,4.165,209.78,0.02,0.118813057815
1041,SPY150417C00209000,209.0,Call,60,4.85,209.78,0.02,0.120560621139
1042,SPY150402C00210000,210.0,Call,45,3.59,209.78,0.02,0.117134226024
1043,SPY150417C00210000,210.0,Call,60,4.23,209.78,0.02,0.117761607572
1044,SPY150417C00211000,211.0,Call,60,3.61,209.78,0.02,0.113861996449
1045,SPY150402C00212000,212.0,Call,45,2.4,209.78,0.02,0.107934856095
1046,SPY150417C00212000,212.0,Call,60,3.06,209.78,0.02,0.110882045052
1047,SPY150417C00213000,213.0,Call,60,2.6,209.78,0.02,0.109149777894
1048,SPY150402C00214000,214.0,Call,45,1.53,209.78,0.02,0.102185876168
1049,SPY150417C00214000,214.0,Call,60,2.13,209.78,0.02,0.105823894252
1050,SPY150402C00214500,214.5,Call,45,1.36,209.78,0.02,0.10114946661
1051,SPY150417C00215000,215.0,Call,60,1.75,209.78,0.02,0.104080531183
1052,SPY150402C00216000,216.0,Call,45,0.9,209.78,0.02,0.0973293101993
1053,SPY150417C00216000,216.0,Call,60,1.39,209.78,0.02,0.101019924639
1054,SPY150417C00217000,217.0,Call,60,1.1,209.78,0.02,0.0990025667756
1055,SPY150417C00218000,218.0,Call,60,0.85,209.78,0.02,-1.0
1056,SPY150402C00219000,219.0,Call,45,0.345,209.78,0.02,-1.0
1057,SPY150417C00219000,219.0,Call,60,0.65,209.78,0.02,-1.0
1058,SPY150417C00220000,220.0,Call,60,0.49,209.78,0.02,-1.0
1059,SPY150417C00221000,221.0,Call,60,0.38,209.78,0.02,-1.0
1060,SPY150417C00222000,222.0,Call,60,0.28,209.78,0.02,-1.0
1061,SPY150417C00223000,223.0,Call,60,0.22,209.78,0.02,-1.0
1062,SPY150417C00224000,224.0,Call,60,0.18,209.78,0.02,-1.0
1063,SPY150417C00225000,225.0,Call,60,0.14,209.78,0.02,-1.0
1064,SPY150417C00230000,230.0,Call,60,0.07,209.78,0.02,-1.0
1065,SPY150417C00235000,235.0,Call,60,0.05,209.78,0.02,-1.0
1066,SPY150417C00240000,240.0,Call,60,0.02,209.78,0.02,-1.0
1067,SPY150417C00245000,245.0,Call,60,0.02,209.78,0.02,-1.0
1068,SPY150417P00075000,75.0,Put,60,0.01,209.78,0.02,-1.0
1069,SPY150417P00080000,80.0,Put,60,0.01,209.78,0.02,-1.0
